id,pageid,pagename,created_time,created_time_stamp,reviewer_name,reviewer_email,company_name,company_title,company_url,reviewer_id,rating,recommendation_type,review_text,hide,review_length,review_length_char,type,userpic,userpic_small,from_name,from_url,from_logo,from_url_review,review_title,categories,posts,consent,userpiclocal,hidestars,miscpic,location,verified_order,language_code,unique_id,meta_data,custom_data,custom_stars,owner_response,sort_weight,tags,mediaurlsarrayjson,mediathumburlsarrayjson,reviewfunnel,translateparent,last_modified
11,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2021-09-13 00:00:00",1631491200,"Preston P.",,,,,29779664033,5,,"Following my family's evacuation due to CALDOR fire, Laura offered to allow us to stay at her property for free. She and her family were so generous and so kind to us. This was the nicest VRBO we have ever stayed in. It is a beautiful house in a beautiful neighborhood in Truckee, CA. I highly recommend this property.",,59,318,VRBO,,,,https://www.vrbo.com/1473621,,,"Wonderful place to rest following evacuation from CALDOR fire",,,,,,,,,en,613f82a7bb826a0580d8d201,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""c02d17bd-5133-3163-97e4-a9d395c5f155""}",,,"{""id"":1769061430,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thanks, Preston. We were happy to provide some respite to your family during such a stressful time. So in awe of those amazing fire fighters who saved your home, South Lake Tahoe, and more! We wish you the best.""}",0,,,,yes,,"0000-00-00 00:00:00"
12,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2021-07-26 00:00:00",1627257600,"Daniel H.",,,,,29779664034,5,,"Laura's home was fantastic on all fronts. Her communication to me was excellent. This was my first experience with Vrbo and I'll come back with no hesitation. Thanks!!",,28,167,VRBO,,,,https://www.vrbo.com/1473621,,,"Tahoe Weekend Getaway",,,,,,,,,en,60fe364427bb0f7a8c2d1df5,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""8b93e55e-ba34-3998-bfcf-2d64ae9503cd""}",,,"{""id"":1769061431,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""So glad you and your group enjoyed your stay, Daniel! Thanks for your kind words and we hope to welcome you back in the future. Tahoe is gorgeous any time of the year!""}",0,,,,yes,,"0000-00-00 00:00:00"
13,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2021-07-01 00:00:00",1625097600,"Mari V.",,,,,29779664035,5,,"Our family of 4 (including 2 teens) had a wonderful stay at Laura's home in Northstar! The house is well appointed, amazingly stocked and very clean. The house backs to the forest - lovely! Just a quick walk up the hill connects you with the very extensive Northstar hiking trail network - fantastic! Laura was wonderful to work with. Quick to answer questions and provide local recommendations. We can't wait to rent her home again!",,73,433,VRBO,,,,https://www.vrbo.com/1473621,,,"Fantastic Stay!",,,,,,,,,en,60de220c4749e76456bb66e5,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""103552d2-5baf-3699-8e06-3373521813fc""}",,,"{""id"":1769061432,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""So glad you had a great time and were able to take advantage of the Thompkins Memorial Trail from our backyard! You were a wonderful guest and we look forward to hosting you again soon! Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
14,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2021-02-21 00:00:00",1613865600,"Herb C.",,,,,29779664036,5,,"Great property and the property manager was very friendly, helpful and responsive. Will definitely look to stay at this place again next time I'm heading up to Tahoe!",,28,166,VRBO,,,,https://www.vrbo.com/1473621,,,"Great stay, very convenient to the slopes!",,,,,,,,,en,6032c5f80859910854c1e034,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""6c63c8cd-6e34-3552-8cb5-966156c226e8""}",,,"{""id"":1769061433,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you, Herb. You were a wonderful guest, and we'd love to host you and your crew again anytime!""}",0,,,,yes,,"0000-00-00 00:00:00"
15,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2021-02-11 00:00:00",1613001600,"Richard A.",,,,,29779664037,5,,"Maybe the best VRBO experience we have had. Communication and response from Laura, the owner was always spot on quick and helpful. Home was super comfortable, well appointed and perfect for our family of 5, with room to spare. It was very clean, well organized and stocked with instructions for everything. Not over the top luxury but just a perfect mountain home. Home is on a few levels and there is a flight of stairs to get to the front door. Not an issue for us but suppose it could be for others. Hot tub, sauna and foosball for relaxing and fun. Great internet, fire and TV for gathering in the main living area. Shuttle comes right to the driveway and is a 10 minute ride to the Northstar base. Everything you could possibly want for a stay in the mountains.",,139,766,VRBO,,,,https://www.vrbo.com/1473621,,,"Northstar Mountain Home",,,,,,,,,en,60247afe54233d0616256da0,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""970e782e-5595-35da-a91d-78536c92e88b""}",,,"{""id"":1769061434,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Richard, Thanks so much for the kind words and, most importantly, so happy you and your family had a wonderful stay! You are welcome back any time! Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
16,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2021-01-19 00:00:00",1611014400,"Kristen H.",,,,,29779664038,5,,"We had a fabulous time at this beautiful home. Laura was wonderful and made us feel so welcome. The home had everything we could have ever wanted and the proximity to skiing at Northstar was great with the shuttle picking up right at the house. The setting is so picturesque. We can’t wait to return!",,56,300,VRBO,,,,https://www.vrbo.com/1473621,,,"Wonderful mountain getaway",,,,,,,,,en,600642adedf4cc0956627083,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""558172b7-c57b-3bc3-a1f4-25986ff412d5""}",,,"{""id"":1769061435,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you, Kristen! So glad you had a wonderful time and thank you for taking great care of our home. We hope to welcome you back regularly! Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
17,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2020-08-27 00:00:00",1598486400,"Tanisha S.",,,,,29779664039,5,,"Laura had excellent communication with us through entire stay. We enjoyed the home perfect way to inhale beauty.",,18,112,VRBO,,,,https://www.vrbo.com/1473621,,,"Great life celebration",,,,,,,,,en,5f47f3e8159afe2951e0061a,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""eff39b41-e7b7-3f4a-bf3d-25fc8c7bc1f7""}",,,"{""id"":1769061436,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you, Tanisha! I am happy we could help provide a peaceful and pretty place for your family's celebration. Thank you for trusting in us! Wishing you and your family only the best. Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
18,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2020-08-26 00:00:00",1598400000,"Aaron F.",,,,,29779664040,5,,"Wonderfully appointed accommodations at a reasonable cost. The owner provided 5-star service, exceeding our expectations. You will not be disappointed!",,20,151,VRBO,,,,https://www.vrbo.com/1473621,,,"Lovely Cabin with 5-Star Service",,,,,,,,,en,5f46f8228a1ce83c91826b2b,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""422e232f-bd14-303b-a62f-75068cd3670e""}",,,"{""id"":1769061437,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thanks, Aaron! I enjoyed corresponding with you and so happy you had enjoyed your stay! We would be happy to host you again at any time. Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
19,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2020-07-20 00:00:00",1595203200,"Elizabeth O.",,,,,29779664041,5,,"We had a wonderful trip and highly recommend this property. Laura was extremely communicative throughout the process, which I appreciated. She's got a great contract and check-in materials, so we had a really good idea of what the cabin was equipped with, and check-out instructions were clear and easy. The house itself was so comfortable for our group of seven, with plenty of areas for adults and kids to have their own spaces. We loved the views and spent so much time on the patio -- reading, eating, having cocktails, you name it. And the path to the Village at Northstar couldn't have been easier to access from the house. We so enjoyed our stay and recommend this house!",,119,678,VRBO,,,,https://www.vrbo.com/1473621,,,"Fun Family Getaway",,,,,,,,,en,5f1508fcc19ec329870c4012,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""c8306edd-efa9-36a5-821d-bd7f74b1e6ed""}",,,"{""id"":1769061438,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you, Elizabeth! So happy you had such a relaxing and enjoyable experience, especially in these strange Covid times! We hope to host you again. Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
20,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2020-02-19 00:00:00",1582070400,"Scot H.",,,,,29779664042,5,,"Casa de Lobos provided a wonderfully warm, comfortable, well-stocked base camp for our four day ski vacation over Presidents Day weekend 2020. A high-communication owner with a gift for hospitality was the key component that made our stay as easy, fun and relaxing as anywhere we’ve rented before. A great location and a superbly clean home were the icing on the cake. This is a place we’d definitely come back to next time we rent at Northstar!",,78,445,VRBO,,,,https://www.vrbo.com/1473621,,,"Outstanding experience at Casa de Lobos",,,,,,,,,en,5e83ceb990b95b00017aa9ba,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""a011c03c-9a3f-3507-a42d-12396f16ea39""}",,,"{""id"":1769061439,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you, Scot! So glad you and your group had a wonderful time. Thank you for being great guests. Would love to host you again! Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
21,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2020-02-05 00:00:00",1580860800,"Adrienne B.",,,,,29779664264,5,,"We had a fantastic experience staying at this Northstar resort cabin. The house is very spacious, even better than the pictures, and felt very much like home to us. We were two families with young kids and had plenty of space to spread out with the layout. The hot tub was wonderful, and the kitchen was fully stocked. Loved coffee provided every morning. No issues whatsoever and lots of documentation so we knew everything in advance. They have a great brand new deck & staircase out front - beautiful! The shuttle is also such a great perk. We had a great time and hope to be back again soon!",,108,595,VRBO,,,,https://www.vrbo.com/1473621,,,"Great family vacation home - must return!",,,,,,,,,en,5edb135948d3f742dbee16da,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""6b3b7fa3-ba4c-303f-9960-aeed37a0f64f""}",,,"{""id"":1769061440,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you for your stay and review, Adrienne. So glad you enjoyed yourselves and felt at home! We look forward to your next stay!""}",0,,,,yes,,"0000-00-00 00:00:00"
22,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2019-12-29 00:00:00",1577577600,"Christine S.",,,,,29779664265,5,,"Our family enjoyed staying in Northstar. The home is comfortable and warm. Enough seating to watch a football game together in the evening with the fireplace burning. The spa and sauna are great. The beds are comfortable. The owner Laura was so nice to work with.",,46,263,VRBO,,,,https://www.vrbo.com/1473621,,,Northstar,,,,,,,,,en,5e83ceb9f57ed2000185e159,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""8bdba369-c990-3973-96c3-92eb38988a07""}",,,"{""id"":1769061441,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you for the kind words, Christine. So happy to hear you enjoyed your stay! We look forward to hosting you again.""}",0,,,,yes,,"0000-00-00 00:00:00"
23,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2019-09-03 00:00:00",1567468800,"jurgen l.",,,,,29779664266,5,,"A brilliant house. luxurous and very nice atmosphere. Cosy.",,9,59,VRBO,,,,https://www.vrbo.com/1473621,,,Perfect,,,,,,,,,en,6501eaac51cb704d00b3e00a,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""444bb936-9c9e-3af8-94bf-bdfb1b73c3ec""}",,,"{""id"":1769061442,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you for your stay, Jurgen, and for the nice words. So glad you and your family enjoyed the Tahoe area as part of your longer trip to the USA.""}",0,,,,yes,,"0000-00-00 00:00:00"
24,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2019-08-25 00:00:00",1566691200,"Diana D.",,,,,29779664267,5,,"Fantastic communications with the owner who was responsive and prompt, as well as helpful. Great house, lots of room, great views of the trees, comfortable furnishings, fully equipped kitchen, great location (easy drives to Truckee river rafting, Donner Lake, Truckee downtown, etc.) Easy to call shuttle to Northstar Village (right at the end of the drive!) and fantastic passes to beautiful Northstar rec center/pools/facilities. Kids love the bunkbed rooms and foosball, parents the separate spaces, great patio furniture on the deck, and hot tub. Thanks!",,87,558,VRBO,,,,https://www.vrbo.com/1473621,,,"Lovely stay at Northstar/Truckee",,,,,,,,,en,5f037f62df11ca7132803b52,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""ebcf78e0-0acb-38ba-853c-24d509538479""}",,,"{""id"":1769061443,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you for the kind words, and so glad you enjoyed your stay! Thank you also for being a wonderful guest.""}",0,,,,yes,,"0000-00-00 00:00:00"
25,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2019-08-11 00:00:00",1565481600,"Mart D.",,,,,29779664268,5,,"Great place, very comfortable, ideal located.",,6,45,VRBO,,,,https://www.vrbo.com/1473621,,,Fantastic!,,,,,,,,,nl,5e83cebbd73dc8000130826c,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""7dbcb709-307e-34f5-b6e3-002286d12f21""}",,,"{""id"":1769061444,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you, Mart. It was wonderful to host your international group! I hope you make the long trip to the US again, and consider us to host you. We'd love to! Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
26,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2019-07-21 00:00:00",1563667200,"Gina G.",,,,,29779664269,5,,"The home was so wonderful four our two families. Just perfect; beautiful ,so comfortable and very spacious for both the adults and kids . The home is so well appointed and stocked ! The location was incredible too and the host Laura could not have more helpful, thoughtful and gracious. We really loved this home and will definitely be back . Thank you again for makeong our vacation great!!",,66,391,VRBO,,,,https://www.vrbo.com/1473621,,,"We couldn’t have asked for a better place to stay for an amazing vacation in Tahoe!!!",,,,,,,,,en,5e83cebadd4aca0001f5371f,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""80dddab9-8da1-3071-bf74-625c5e31a163""}",,,"{""id"":1769061445,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Gina, Thank you for the kind words. It was our pleasure to host your group! We look forward to hosting you again. Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
27,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2019-07-04 00:00:00",1562198400,"stephanie b.",,,,,29779664270,5,,"Well appointed and comfy home for our family vacation! We will definitely go back!!",,14,83,VRBO,,,,https://www.vrbo.com/1473621,,,Terrific!,,,,,,,,,en,5e83cebadd4aca0001f53722,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""bd3b71da-01a2-3dbf-92ff-00690c9e8653""}",,,"{""id"":1769061446,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you, Stephanie. We look forward to hosting you again! Laura ""}",0,,,,yes,,"0000-00-00 00:00:00"
28,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2019-04-05 00:00:00",1554422400,"Christine C.",,,,,29779664271,5,,"We just spent a lovely weekend in this house. The house is very well stocked, it had everything we needed and more. The owners are truly fantastic. They provided a lot of information and were super responsive to any questions we had - they genuinely want guests to have the best experience possible. The house was perfect for two families. It backs up to a giant hillside that our kids spent hours playing on while we could watch them from the kitchen window, deck and hot tub. And having the Northstar shuttle pick us up on our own driveway was a game-changer for making the ski day more fun. We will stay there again!",,114,619,VRBO,,,,https://www.vrbo.com/1473621,,,"Great house, great owners",,,,,,,,,en,5e83ceba60514b00014dfba7,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""4ce44f5a-0a53-3eeb-b841-d930b357d050""}",,,"{""id"":1769061447,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Christine, Thank you so much for the kind words, and most importantly we are so glad to hear you had an amazing time! We absolutely do want our guests to have the best possible experience with the beautiful Lake Tahoe area, family and friends! We look forward to hosting you again. Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
29,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2019-03-25 00:00:00",1553472000,"Chris C.",,,,,29779664272,5,,"Amazing weekend",,2,15,VRBO,,,,https://www.vrbo.com/1473621,,,"Clean well organized house with everything we needed for a wonderful stay.",,,,,,,,,en,5e83ceba6c6b4f00017d76a9,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""38e469fc-3bd0-3e2e-bb58-1436d84cf865""}",,,"{""id"":1769061448,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you, Chris! We look forward to hosting you again!""}",0,,,,yes,,"0000-00-00 00:00:00"
30,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2019-02-24 00:00:00",1550966400,"Kelly D.",,,,,29779664273,5,,"We really enjoyed our stay. The house is thoughtfully set up and was the perfect spot for our family. The amenities, location, and space are all top notch.",,28,155,VRBO,,,,https://www.vrbo.com/1473621,,,"Lovely stay",,,,,,,,,en,5e83ceba60514b0001af6af1,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""43517772-1a2d-3c53-81ba-7c23e63ff353""}",,,"{""id"":1769061449,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Glad you had a wonderful time, Kelly! Thanks to you and your party for being perfect guests. We would love to welcome you back again. Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
31,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2019-02-19 00:00:00",1550534400,"Claudia H.",,,,,29779664274,5,,"A wonderful family home that is great for kids of all ages. Our teens loved the downstairs room while we enjoyed the spacious and inviting great room. The owner went out of her. way to help us enjoy the stay (despite an epic storm that made our travels difficult)",,49,263,VRBO,,,,https://www.vrbo.com/1473621,,,"Lovely and spacious",,,,,,,,,en,5e83ceba5437470001301b1e,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""a4ff226b-9c46-368a-a7d8-21b8b3a0dc55""}",,,"{""id"":1769061450,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thank you, Claudia. It was our pleasure to host you and your party. You definitely traveled during an epic storm, but so very glad you made it safely to enjoy the epic snow that came with it! Would love to host you again. Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
32,VRBOWolfTree_rfVRBO,"VRBO Wolf Tree","2019-02-13 00:00:00",1550016000,"Jayne F.",,,,,29779664275,5,,"Really great house with everything that you would need. Laura was fantastic at being a great host and was so helpful and communicative. I think this was one of best places we have stayed in around Northstar and actually, Tahoe in general. We were so lucky to have found this. Beautiful location and beautiful house. Thank you for letting us stay.",,61,346,VRBO,,,,https://www.vrbo.com/1473621,,,"Beautiful house and great host!",,,,,,,,,en,5e83cebae357cc00014f4794,"{""review_source"":""vrbo"",""likes"":0,""datashake_review_uuid"":""c4d1d4e0-e4c0-3824-98f7-de8dbd2a792a""}",,,"{""id"":1769061451,""name"":""Official Response"",""date"":""2023-09-13"",""comment"":""Thanks so much for your kind words, Jayne! It was our pleasure to host you. We hope to welcome you back again. Laura""}",0,,,,yes,,"0000-00-00 00:00:00"
